draw,datetime,bets,ticketCount,price,jackpot_kop,superPrizeWon,s1_part,s2_part,w4of5,a4of5,w3of5,a3of5,w2of5,a2of5,summPayed
157078,2026-04-09T09:45:30+0300,440,396,75,388972725,False,0,0,0,0,4,750,47,75,6525
157079,2026-04-09T10:00:30+0300,441,377,75,389610600,False,0,0,0,0,5,750,49,75,7425
157080,2026-04-09T10:30:30+0300,849,751,75,388961850,False,0,0,2,7500,20,750,111,75,38325
157081,2026-04-09T11:00:30+0300,962,702,75,390326850,False,0,0,0,0,11,750,111,75,16575
157082,2026-04-09T11:30:30+0300,999,799,75,391347975,False,0,0,1,7500,8,750,125,75,22875
157083,2026-04-09T11:45:30+0300,577,457,75,391691850,False,0,0,1,7500,7,750,53,75,16725
157084,2026-04-09T12:30:30+0300,1153,937,75,393227475,False,0,0,1,7500,7,750,114,75,21300
157085,2026-04-09T13:00:30+0300,988,818,75,394644975,False,0,0,0,0,10,750,124,75,16800
157086,2026-04-09T13:30:30+0300,913,737,75,395918100,False,0,0,0,0,11,750,104,75,16050
157087,2026-04-09T13:45:30+0300,580,475,75,396285600,False,0,0,1,7500,6,750,60,75,16500
157088,2026-04-09T14:00:30+0300,660,489,75,397293600,False,0,0,0,0,6,750,78,75,10350
157089,2026-04-09T14:30:30+0300,863,715,75,398335725,False,0,0,0,0,11,750,123,75,17475
157090,2026-04-09T15:00:30+0300,870,755,75,399600975,False,0,0,0,0,9,750,104,75,14550
157091,2026-04-09T15:30:30+0300,880,770,75,400839975,False,0,0,0,0,12,750,84,75,15300
157092,2026-04-09T15:45:30+0300,532,453,75,401632725,False,0,0,0,0,5,750,65,75,8625
157093,2026-04-09T16:00:30+0300,605,536,75,402223350,False,0,0,0,0,11,750,80,75,14250
157094,2026-04-09T16:30:30+0300,1083,977,75,403081725,False,0,0,1,7500,16,750,118,75,28350
157095,2026-04-09T17:00:30+0300,1017,864,75,404470350,False,0,0,0,0,12,750,124,75,18300
157096,2026-04-09T17:30:30+0300,1108,906,75,405803850,False,0,0,1,7500,9,750,110,75,22500
157097,2026-04-09T17:45:30+0300,733,597,75,406320975,False,0,0,1,7500,8,750,88,75,20100
157098,2026-04-09T18:00:30+0300,592,535,75,407097975,False,0,0,0,0,7,750,78,75,11100
157099,2026-04-09T18:30:30+0300,893,792,75,407336850,False,0,0,2,7500,9,750,111,75,30075
157100,2026-04-09T19:00:30+0300,967,838,75,408331725,False,0,0,1,7500,12,750,74,75,22050
157101,2026-04-09T19:30:30+0300,872,794,75,408987975,False,0,0,1,7500,11,750,101,75,23325
157102,2026-04-09T19:45:30+0300,496,458,75,409722975,False,0,0,0,0,6,750,48,75,8100
157103,2026-04-09T20:00:30+0300,539,497,75,410539350,False,0,0,0,0,6,750,54,75,8550
157104,2026-04-09T20:30:30+0300,775,697,75,411628725,False,0,0,0,0,10,750,80,75,13500
157105,2026-04-09T21:00:30+0300,849,775,75,412922850,False,0,0,0,0,7,750,108,75,13350
157106,2026-04-09T21:30:30+0300,848,666,75,414529350,False,0,0,0,0,3,750,88,75,8850
157107,2026-04-09T21:45:30+0300,516,419,75,415290600,False,0,0,0,0,7,750,43,75,8475
157108,2026-04-09T22:00:30+0300,537,425,75,415902225,False,0,0,0,0,10,750,52,75,11400
157109,2026-04-09T22:30:30+0300,661,603,75,416907600,False,0,0,0,0,7,750,69,75,10425
157110,2026-04-09T23:00:30+0300,500,445,75,417684600,False,0,0,0,0,4,750,62,75,7650
157111,2026-04-09T23:30:30+0300,505,456,75,418537725,False,0,0,0,0,3,750,60,75,6750
157112,2026-04-09T23:45:30+0300,279,232,75,419007600,False,0,0,0,0,2,750,30,75,3750
157113,2026-04-10T00:00:30+0300,242,204,75,419406600,False,0,0,0,0,2,750,25,75,3375
157114,2026-04-10T00:30:30+0300,310,292,75,419942100,False,0,0,0,0,2,750,33,75,3975
157115,2026-04-10T01:00:30+0300,294,262,75,420482850,False,0,0,0,0,0,0,44,75,3300
157116,2026-04-10T01:30:30+0300,223,198,75,419721600,False,0,0,1,7500,8,750,33,75,15975
157117,2026-04-10T01:45:30+0300,150,100,75,419800350,False,0,0,0,0,3,750,30,75,4500
157118,2026-04-10T02:00:30+0300,167,150,75,420018225,False,0,0,0,0,2,750,22,75,3150
157119,2026-04-10T02:30:30+0300,128,121,75,420259725,False,0,0,0,0,1,750,8,75,1350
157120,2026-04-10T03:00:30+0300,153,144,75,420451350,False,0,0,0,0,2,750,20,75,3000
157121,2026-04-10T03:30:30+0300,181,172,75,420789975,False,0,0,0,0,1,750,16,75,1950
157122,2026-04-10T03:45:30+0300,176,143,75,421052475,False,0,0,0,0,2,750,18,75,2850
157123,2026-04-10T04:00:30+0300,171,116,75,421223100,False,0,0,0,0,1,750,43,75,3975
157124,2026-04-10T04:30:30+0300,224,215,75,421553850,False,0,0,0,0,2,750,29,75,3675
157125,2026-04-10T05:00:30+0300,276,253,75,421895100,False,0,0,0,0,3,750,43,75,5475
157126,2026-04-10T05:30:30+0300,328,305,75,422304600,False,0,0,0,0,5,750,36,75,6450
157127,2026-04-10T05:45:30+0300,194,184,75,422546100,False,0,0,0,0,2,750,31,75,3825
157128,2026-04-10T06:00:30+0300,271,235,75,423078975,False,0,0,0,0,1,750,24,75,2550
157129,2026-04-10T06:30:30+0300,467,443,75,423795600,False,0,0,0,0,3,750,67,75,7275
157130,2026-04-10T07:00:30+0300,689,437,75,424711725,False,0,0,0,0,7,750,100,75,12750
157131,2026-04-10T07:30:30+0300,644,541,75,425614725,False,0,0,0,0,7,750,80,75,11250
157132,2026-04-10T07:45:30+0300,352,313,75,426260475,False,0,0,0,0,2,750,33,75,3975
157133,2026-04-10T08:00:30+0300,407,372,75,426872100,False,0,0,0,0,4,750,47,75,6525
157134,2026-04-10T08:30:30+0300,724,638,75,427748850,False,0,0,0,0,10,750,95,75,14625
157135,2026-04-10T09:00:30+0300,840,762,75,429166350,False,0,0,0,0,5,750,100,75,11250
157136,2026-04-10T09:30:30+0300,905,777,75,429804225,False,0,0,1,7500,13,750,101,75,24825
157137,2026-04-10T09:45:30+0300,528,468,75,430092975,False,0,0,1,7500,4,750,69,75,15675
157138,2026-04-10T10:00:30+0300,585,520,75,430919850,False,0,0,0,0,7,750,65,75,10125
157139,2026-04-10T10:30:30+0300,919,753,75,432597225,False,0,0,0,0,4,750,100,75,10500
157140,2026-04-10T11:00:30+0300,985,822,75,433880850,False,0,0,0,0,12,750,128,75,18600
157141,2026-04-10T11:30:30+0300,1104,909,75,435172350,False,0,0,0,0,19,750,116,75,22950
157142,2026-04-10T11:45:30+0300,703,580,75,436072725,False,0,0,0,0,8,750,100,75,13500
157143,2026-04-10T12:30:30+0300,1497,1190,75,437587350,False,0,0,0,0,27,750,190,75,34500
157144,2026-04-10T13:00:30+0300,1191,964,75,439836975,False,0,0,0,0,3,750,137,75,12525
157145,2026-04-10T13:30:30+0300,1087,903,75,440984100,False,0,0,1,7500,8,750,145,75,24375
157146,2026-04-10T13:45:30+0300,671,572,75,441107475,False,0,0,1,7500,12,750,92,75,23400
157147,2026-04-10T14:00:30+0300,705,555,75,442406850,False,0,0,0,0,3,750,75,75,7875
157148,2026-04-10T14:30:30+0300,997,825,75,443464725,False,0,0,0,0,20,750,97,75,22275
157149,2026-04-10T15:00:30+0300,935,800,75,444911100,False,0,0,0,0,10,750,92,75,14400
157150,2026-04-10T15:30:30+0300,1270,1093,75,446801100,False,0,0,0,0,14,750,135,75,20625
157151,2026-04-10T15:45:30+0300,583,517,75,446971725,False,0,0,1,7500,8,750,79,75,19425
157152,2026-04-10T16:00:30+0300,659,528,75,447756600,False,0,0,0,0,9,750,90,75,13500
157153,2026-04-10T16:30:30+0300,1218,973,75,446136600,False,0,0,5,7500,19,750,135,75,61875
157154,2026-04-10T17:00:30+0300,1021,836,75,447782475,False,0,0,0,0,7,750,127,75,14775
157155,2026-04-10T17:30:30+0300,1115,863,75,449097600,False,0,0,0,0,17,750,137,75,23025
157156,2026-04-10T17:45:30+0300,803,628,75,450417975,False,0,0,0,0,7,750,80,75,11250
157157,2026-04-10T18:00:30+0300,686,566,75,451525725,False,0,0,0,0,4,750,92,75,9900
157158,2026-04-10T18:30:30+0300,1108,871,75,452670225,False,0,0,1,7500,10,750,136,75,25200
157159,2026-04-10T19:00:30+0300,1039,895,75,454006350,False,0,0,0,0,15,750,115,75,19875
157160,2026-04-10T19:30:30+0300,1192,962,75,455980350,False,0,0,0,0,7,750,150,75,16500
157161,2026-04-10T19:45:30+0300,845,618,75,457384725,False,0,0,0,0,5,750,105,75,11625
157162,2026-04-10T20:00:30+0300,715,595,75,458552850,False,0,0,0,0,6,750,75,75,10125
157163,2026-04-10T20:30:30+0300,1150,965,75,460301100,False,0,0,0,0,9,750,152,75,18150
157164,2026-04-10T21:00:30+0300,1166,999,75,460747350,False,0,0,1,7500,23,750,168,75,37350
157165,2026-04-10T21:30:30+0300,1039,910,75,461847225,False,0,0,1,7500,9,750,120,75,23250
157166,2026-04-10T21:45:30+0300,562,492,75,462351225,False,0,0,0,0,11,750,75,75,13875
157167,2026-04-10T22:00:30+0300,557,465,75,463435350,False,0,0,0,0,3,750,42,75,5400
157168,2026-04-10T22:30:30+0300,693,654,75,464367225,False,0,0,0,0,9,750,79,75,12675
157169,2026-04-10T23:00:30+0300,736,662,75,465359475,False,0,0,0,0,9,750,89,75,13425
157170,2026-04-10T23:30:30+0300,719,560,75,466165350,False,0,0,0,0,10,750,106,75,15450
157171,2026-04-10T23:45:30+0300,435,353,75,466430475,False,0,0,0,0,10,750,67,75,12525
157172,2026-04-11T00:00:30+0300,381,296,75,466994850,False,0,0,0,0,4,750,43,75,6225
157173,2026-04-11T00:30:30+0300,596,491,75,467834850,False,0,0,0,0,5,750,88,75,10350
157174,2026-04-11T01:00:30+0300,400,352,75,468470100,False,0,0,0,0,3,750,49,75,5925
157175,2026-04-11T01:30:30+0300,464,440,75,469231350,False,0,0,0,0,3,750,57,75,6525
157176,2026-04-11T01:45:30+0300,184,175,75,469352100,False,0,0,0,0,5,750,19,75,5175
157177,2026-04-11T02:00:30+0300,152,146,75,469504350,False,0,0,0,0,3,750,17,75,3525
157178,2026-04-11T02:30:30+0300,224,207,75,469856100,False,0,0,0,0,1,750,35,75,3375
157179,2026-04-11T03:00:30+0300,243,231,75,470073975,False,0,0,0,0,5,750,30,75,6000
157180,2026-04-11T03:30:30+0300,277,246,75,470538600,False,0,0,0,0,1,750,40,75,3750
157181,2026-04-11T03:45:30+0300,158,140,75,470890350,False,0,0,0,0,0,0,12,75,900
157182,2026-04-11T04:00:30+0300,183,145,75,470987475,False,0,0,0,0,4,750,33,75,5475
157183,2026-04-11T04:30:30+0300,308,268,75,471365475,False,0,0,0,0,4,750,42,75,6150
157184,2026-04-11T05:00:30+0300,338,314,75,471680475,False,0,0,0,0,7,750,39,75,8175
157185,2026-04-11T05:30:30+0300,364,321,75,471470475,False,0,0,1,7500,8,750,30,75,15750
157186,2026-04-11T05:45:30+0300,221,200,75,471698850,False,0,0,0,0,4,750,27,75,5025
157187,2026-04-11T06:00:30+0300,282,261,75,471436350,False,0,0,1,7500,4,750,36,75,13200
157188,2026-04-11T06:30:30+0300,536,472,75,472082100,False,0,0,0,0,9,750,55,75,10875
157189,2026-04-11T07:00:30+0300,675,558,75,472441725,False,0,0,1,7500,8,750,89,75,20175
157190,2026-04-11T07:30:30+0300,753,643,75,473672850,False,0,0,0,0,7,750,72,75,10650
157191,2026-04-11T07:45:30+0300,507,449,75,474567975,False,0,0,0,0,2,750,63,75,6225
157192,2026-04-11T08:00:30+0300,733,624,75,475604850,False,0,0,0,0,7,750,99,75,12675
157193,2026-04-11T08:30:30+0300,814,722,75,476996100,False,0,0,0,0,6,750,82,75,10650
157194,2026-04-11T09:00:30+0300,1015,892,75,478505475,False,0,0,0,0,10,750,120,75,16500
157195,2026-04-11T09:30:30+0300,998,862,75,479439975,False,0,0,0,0,21,750,111,75,24075
157196,2026-04-11T09:45:30+0300,725,608,75,480608100,False,0,0,0,0,6,750,80,75,10500
157197,2026-04-11T10:00:30+0300,687,515,75,481518975,False,0,0,0,0,8,750,90,75,12750
157198,2026-04-11T10:30:30+0300,952,813,75,482584725,False,0,0,0,0,17,750,103,75,20475
157199,2026-04-11T11:00:30+0300,981,807,75,483238350,False,0,0,1,7500,14,750,126,75,27450
157200,2026-04-11T11:30:30+0300,1221,1029,75,484254225,False,0,0,1,7500,18,750,137,75,31275
157201,2026-04-11T11:45:30+0300,877,508,75,485217600,False,0,0,0,0,14,750,115,75,19125
157202,2026-04-11T12:00:30+0300,638,530,75,486104850,False,0,0,0,0,7,750,80,75,11250
157203,2026-04-11T12:30:30+0300,1125,910,75,487582725,False,0,0,0,0,12,750,161,75,21075
157204,2026-04-11T13:00:30+0300,1035,919,75,488897850,False,0,0,0,0,14,750,127,75,20025
157205,2026-04-11T13:30:30+0300,1081,918,75,489556725,False,0,0,1,7500,18,750,135,75,31125
157206,2026-04-11T13:45:30+0300,594,494,75,490554225,False,0,0,0,0,5,750,57,75,8025
157207,2026-04-11T14:00:30+0300,761,547,75,490467975,False,0,0,2,7500,9,750,102,75,29400
157208,2026-04-11T14:30:30+0300,1024,849,75,483470475,False,0,0,10,7500,32,750,125,75,108375
157209,2026-04-11T15:45:30+0300,3121,2519,75,486722850,False,0,0,1,7500,42,750,421,75,70575
157210,2026-04-11T16:00:30+0300,780,659,75,487405350,False,0,0,1,7500,8,750,80,75,19500
157211,2026-04-11T16:30:30+0300,1290,1091,75,488717850,False,0,0,1,7500,13,750,165,75,29625
157212,2026-04-11T17:00:30+0300,1161,987,75,490353225,False,0,0,0,0,14,750,129,75,20175
157213,2026-04-11T17:30:30+0300,980,840,75,491901975,False,0,0,0,0,11,750,85,75,14625
157214,2026-04-11T17:45:30+0300,642,552,75,492757725,False,0,0,0,0,6,750,98,75,11850
157215,2026-04-11T18:00:30+0300,735,601,75,493852350,False,0,0,0,0,8,750,79,75,11925
157216,2026-04-11T18:30:30+0300,998,833,75,494839350,False,0,0,0,0,18,750,131,75,23325
157217,2026-04-11T19:00:30+0300,991,796,75,495923475,False,0,0,0,0,15,750,139,75,21675
157218,2026-04-11T19:30:30+0300,865,744,75,496818600,False,0,0,0,0,16,750,102,75,19650
157219,2026-04-11T19:45:30+0300,566,475,75,497280600,False,0,0,0,0,12,750,75,75,14625
157220,2026-04-11T20:00:30+0300,615,521,75,497818725,False,0,0,0,0,12,750,85,75,15375
157221,2026-04-11T20:30:30+0300,866,780,75,499089225,False,0,0,0,0,10,750,91,75,14325
157222,2026-04-11T21:00:30+0300,940,822,75,500307225,False,0,0,0,0,14,750,98,75,17850
157223,2026-04-11T21:30:30+0300,859,779,75,501879600,False,0,0,0,0,6,750,70,75,9750
157224,2026-04-11T21:45:30+0300,468,427,75,502646100,False,0,0,0,0,4,750,48,75,6600
157225,2026-04-11T22:00:30+0300,467,418,75,503320725,False,0,0,0,0,6,750,45,75,7875
157226,2026-04-11T22:30:30+0300,1141,1003,75,504667350,False,0,0,0,0,16,750,154,75,23550
157227,2026-04-11T23:00:30+0300,665,589,75,505499475,False,0,0,0,0,10,750,74,75,13050
157228,2026-04-11T23:30:30+0300,641,583,75,505785600,False,0,0,1,7500,9,750,76,75,19950
157229,2026-04-12T00:00:30+0300,841,793,75,507205725,False,0,0,0,0,6,750,90,75,11250
157230,2026-04-12T00:30:30+0300,598,477,75,508140225,False,0,0,0,0,5,750,71,75,9075
157231,2026-04-12T01:00:30+0300,623,427,75,509077350,False,0,0,0,0,1,750,123,75,9975
157232,2026-04-12T01:30:30+0300,596,380,75,508762350,False,0,0,0,0,22,750,120,75,25500
157233,2026-04-12T01:45:30+0300,186,179,75,508835850,False,0,0,0,0,5,750,29,75,5925
157234,2026-04-12T02:00:30+0300,286,130,75,509182350,False,0,0,0,0,2,750,57,75,5775
157235,2026-04-12T02:30:30+0300,445,246,75,509342475,False,0,0,1,7500,2,750,72,75,14400
157236,2026-04-12T03:00:30+0300,426,243,75,509741475,False,0,0,1,7500,0,0,37,75,10275
157237,2026-04-12T03:30:30+0300,349,267,75,510190350,False,0,0,0,0,6,750,29,75,6675
157238,2026-04-12T03:45:30+0300,254,128,75,509485350,False,0,0,0,0,15,750,71,75,16575
157239,2026-04-12T04:00:30+0300,201,158,75,509787225,False,0,0,0,0,3,750,13,75,3225
157240,2026-04-12T04:30:30+0300,286,259,75,510254475,False,0,0,0,0,3,750,24,75,4050
157241,2026-04-12T05:00:30+0300,342,252,75,510894975,False,0,0,0,0,2,750,29,75,3675
157242,2026-04-12T05:30:30+0300,530,339,75,511577475,False,0,0,0,0,3,750,105,75,10125
157243,2026-04-12T05:45:30+0300,240,193,75,511955475,False,0,0,0,0,2,750,28,75,3600
157244,2026-04-12T06:00:30+0300,321,249,75,512535600,False,0,0,0,0,2,750,30,75,3750
157245,2026-04-12T06:30:30+0300,522,454,75,513422850,False,0,0,0,0,4,750,52,75,6900
157246,2026-04-12T07:00:30+0300,536,499,75,514157850,False,0,0,0,0,7,750,58,75,9600
157247,2026-04-12T07:30:30+0300,724,592,75,514787850,False,0,0,0,0,14,750,102,75,18150
157248,2026-04-12T07:45:30+0300,488,421,75,515491350,False,0,0,0,0,5,750,60,75,8250
157249,2026-04-12T08:00:30+0300,463,409,75,515992725,False,0,0,0,0,7,750,66,75,10200
157250,2026-04-12T08:30:30+0300,996,732,75,517210725,False,0,0,0,0,11,750,156,75,19950
157251,2026-04-12T09:00:30+0300,875,816,75,518158350,False,0,0,1,7500,6,750,97,75,19275
157252,2026-04-12T09:30:30+0300,878,788,75,517993350,False,0,0,1,7500,23,750,131,75,34575
157253,2026-04-12T09:45:30+0300,562,507,75,518870100,False,0,0,0,0,5,750,64,75,8550
157254,2026-04-12T10:00:30+0300,556,489,75,519305850,False,0,0,0,0,12,750,75,75,14625
157255,2026-04-12T10:30:30+0300,1478,1259,75,521195850,False,0,0,0,0,21,750,169,75,28425
157256,2026-04-12T11:00:30+0300,2660,2392,75,523831350,False,0,0,3,7500,19,750,338,75,62100
157257,2026-04-12T11:30:30+0300,2900,2294,75,528204600,False,0,0,0,0,30,750,317,75,46275
157258,2026-04-12T11:45:30+0300,1017,840,75,529582725,False,0,0,0,0,11,750,136,75,18450
157259,2026-04-12T12:00:30+0300,1287,1016,75,531349350,False,0,0,0,0,16,750,147,75,23025
157260,2026-04-12T12:30:30+0300,1807,1521,75,531651225,False,0,0,3,7500,28,750,266,75,63450
157261,2026-04-12T13:00:30+0300,2166,1712,75,535210725,False,0,0,0,0,16,750,245,75,30375
157262,2026-04-12T13:30:30+0300,1613,1409,75,537738600,False,0,0,0,0,15,750,175,75,24375
157263,2026-04-12T13:45:30+0300,981,834,75,538927725,False,0,0,1,7500,6,750,104,75,19800
157264,2026-04-12T14:00:30+0300,1041,886,75,540736350,False,0,0,0,0,7,750,106,75,13200
157265,2026-04-12T14:30:30+0300,1524,1288,75,541844100,False,0,0,2,7500,16,750,191,75,41325
157266,2026-04-12T15:00:30+0300,1494,1241,75,543329850,False,0,0,0,0,28,750,184,75,34800
157267,2026-04-12T15:30:30+0300,1535,1265,75,543752475,False,0,0,4,7500,12,750,167,75,51525
157268,2026-04-12T15:45:30+0300,961,861,75,545167350,False,0,0,0,0,11,750,101,75,15825
157269,2026-04-12T16:00:30+0300,1047,723,75,546991725,False,0,0,0,0,6,750,116,75,13200
157270,2026-04-12T16:30:30+0300,1601,1087,75,549829350,False,0,0,0,0,10,750,160,75,19500
157271,2026-04-12T17:00:30+0300,1595,1156,75,546218100,False,0,0,5,7500,53,750,249,75,95925
157272,2026-04-12T17:30:30+0300,1519,1129,75,547853475,False,0,0,0,0,24,750,208,75,33600
157273,2026-04-12T17:45:30+0300,1029,686,75,546919725,False,0,0,1,7500,33,750,209,75,47925
157274,2026-04-12T18:00:30+0300,868,797,75,548048475,False,0,0,0,0,10,750,119,75,16425
157275,2026-04-12T18:30:30+0300,1715,1116,75,550949100,False,0,0,0,0,16,750,145,75,22875
157276,2026-04-12T19:00:30+0300,1683,1159,75,552857475,False,0,0,2,7500,10,750,178,75,35850
157277,2026-04-12T19:30:30+0300,1085,941,75,554440350,False,0,0,0,0,11,750,131,75,18075
157278,2026-04-12T19:45:30+0300,725,663,75,555786975,False,0,0,0,0,3,750,76,75,7950
157279,2026-04-12T20:00:30+0300,819,661,75,556514100,False,0,0,1,7500,8,750,91,75,20325
157280,2026-04-12T20:30:30+0300,1095,947,75,556863225,False,0,0,2,7500,15,750,131,75,36075
157281,2026-04-12T21:00:30+0300,1260,1115,75,558060225,False,0,0,1,7500,16,750,142,75,30150
157282,2026-04-12T21:30:30+0300,1032,975,75,559320225,False,0,0,0,0,14,750,136,75,20700
157283,2026-04-12T21:45:30+0300,815,681,75,560257350,False,0,0,0,0,12,750,109,75,17175
157284,2026-04-12T22:00:30+0300,857,726,75,561666975,False,0,0,0,0,8,750,80,75,12000
157285,2026-04-12T22:30:30+0300,1207,1100,75,563244600,False,0,0,0,0,17,750,133,75,22725
157286,2026-04-12T23:00:30+0300,907,866,75,564113475,False,0,0,0,0,18,750,108,75,21600
157287,2026-04-12T23:30:30+0300,795,709,75,565045350,False,0,0,0,0,13,750,90,75,16500
157288,2026-04-12T23:45:30+0300,441,383,75,564786600,False,0,0,1,7500,12,750,35,75,19125
157289,2026-04-13T00:00:30+0300,376,353,75,565133100,False,0,0,0,0,8,750,42,75,9150
157290,2026-04-13T00:30:30+0300,719,636,75,565545225,False,0,0,1,7500,10,750,81,75,21075
157291,2026-04-13T01:00:30+0300,566,445,75,566358975,False,0,0,0,0,8,750,48,75,9600
157292,2026-04-13T01:30:30+0300,381,331,75,565215225,False,0,0,2,7500,9,750,53,75,25725
157293,2026-04-13T01:45:30+0300,225,195,75,564776475,False,0,0,0,0,14,750,31,75,12825
157294,2026-04-13T02:00:30+0300,243,216,75,565209600,False,0,0,0,0,2,750,19,75,2925
157295,2026-04-13T02:30:30+0300,368,298,75,565823850,False,0,0,0,0,2,750,47,75,5025
157296,2026-04-13T03:00:30+0300,317,265,75,565868475,False,0,0,1,7500,2,750,30,75,11250
157297,2026-04-13T03:30:30+0300,304,274,75,566298975,False,0,0,0,0,4,750,30,75,5250
157298,2026-04-13T03:45:30+0300,221,195,75,566674350,False,0,0,0,0,1,750,29,75,2925
157299,2026-04-13T04:00:30+0300,198,180,75,566999850,False,0,0,0,0,2,750,17,75,2775
157300,2026-04-13T04:30:30+0300,287,284,75,567595725,False,0,0,0,0,1,750,20,75,2250
157301,2026-04-13T05:00:30+0300,425,395,75,568233600,False,0,0,0,0,5,750,41,75,6825
157302,2026-04-13T05:30:30+0300,465,425,75,568577475,False,0,0,1,7500,2,750,47,75,12525
157303,2026-04-13T05:45:30+0300,344,292,75,569280975,False,0,0,0,0,1,750,28,75,2850
157304,2026-04-13T06:00:30+0300,398,359,75,569685225,False,0,0,0,0,8,750,42,75,9150
157305,2026-04-13T06:30:30+0300,643,572,75,570690600,False,0,0,0,0,6,750,70,75,9750
157306,2026-04-13T07:00:30+0300,753,703,75,571512225,False,0,0,0,0,13,750,90,75,16500
157307,2026-04-13T07:30:30+0300,799,725,75,572055600,False,0,0,0,0,18,750,116,75,22200
157308,2026-04-13T07:45:30+0300,541,490,75,572373225,False,0,0,1,7500,5,750,60,75,15750
157309,2026-04-13T08:00:30+0300,561,505,75,573200100,False,0,0,0,0,7,750,53,75,9225
157310,2026-04-13T08:30:30+0300,978,882,75,574496850,False,0,0,0,0,12,750,122,75,18150
157311,2026-04-13T09:00:30+0300,991,844,75,575549475,False,0,0,1,7500,9,750,105,75,22125
157312,2026-04-13T09:30:30+0300,1035,887,75,576512850,False,0,0,0,0,21,750,124,75,25050
157313,2026-04-13T09:45:30+0300,620,589,75,576817350,False,0,0,1,7500,8,750,72,75,18900
157314,2026-04-13T10:00:30+0300,662,582,75,577704600,False,0,0,0,0,8,750,82,75,12150
157315,2026-04-13T10:30:30+0300,1044,858,75,578539350,False,0,0,0,0,22,750,143,75,27225
157316,2026-04-13T11:00:30+0300,1180,1063,75,580114350,False,0,0,0,0,14,750,150,75,21750
157317,2026-04-13T11:30:30+0300,1234,1037,75,581925600,False,0,0,0,0,12,750,152,75,20400
157318,2026-04-13T11:45:30+0300,752,646,75,582965100,False,0,0,0,0,9,750,88,75,13350
157319,2026-04-13T12:30:30+0300,1669,1400,75,584763225,False,0,0,1,7500,20,750,192,75,36900
157320,2026-04-13T13:00:30+0300,1370,1109,75,586716225,False,0,0,0,0,15,750,163,75,23475
157321,2026-04-13T13:30:30+0300,1040,924,75,588096975,False,0,0,0,0,12,750,137,75,19275
157322,2026-04-13T13:45:30+0300,702,650,75,589094475,False,0,0,0,0,7,750,91,75,12075
157323,2026-04-13T14:00:30+0300,745,630,75,590168100,False,0,0,0,0,10,750,68,75,12600
157324,2026-04-13T14:30:30+0300,1182,1051,75,591685350,False,0,0,0,0,14,750,162,75,22650
157325,2026-04-13T15:00:30+0300,1201,1037,75,593415225,False,0,0,0,0,12,750,151,75,20325
157326,2026-04-13T15:30:30+0300,1222,1001,75,594769725,False,0,0,0,0,20,750,153,75,26475
157327,2026-04-13T15:45:30+0300,781,687,75,595276350,False,0,0,1,7500,9,750,104,75,22050
157328,2026-04-13T16:00:30+0300,787,691,75,596108475,False,0,0,1,7500,5,750,85,75,17625
157329,2026-04-13T16:30:30+0300,1205,1016,75,597213600,False,0,0,0,0,27,750,122,75,29400
157330,2026-04-13T17:00:30+0300,1255,1067,75,599494725,False,0,0,0,0,9,750,103,75,14475
157331,2026-04-13T17:30:30+0300,1187,1026,75,601424100,False,0,0,0,0,10,750,126,75,16950
157332,2026-04-13T17:45:30+0300,676,602,75,602363850,False,0,0,0,0,8,750,79,75,11925
157333,2026-04-13T18:00:30+0300,838,768,75,603056850,False,0,0,1,7500,8,750,107,75,21525
157334,2026-04-13T18:30:30+0300,1412,1220,75,604841850,False,0,0,0,0,18,750,186,75,27450
157335,2026-04-13T19:00:30+0300,1237,1107,75,606282975,False,0,0,1,7500,12,750,124,75,25800
157336,2026-04-13T19:30:30+0300,1222,1081,75,607338225,False,0,0,0,0,23,750,180,75,30750
157337,2026-04-13T19:45:30+0300,723,644,75,608306850,False,0,0,0,0,6,750,117,75,13275
157338,2026-04-13T20:00:30+0300,726,666,75,609320100,False,0,0,0,0,9,750,80,75,12750
157339,2026-04-13T20:30:30+0300,1088,980,75,610895100,False,0,0,0,0,13,750,114,75,18300
157340,2026-04-13T21:00:30+0300,1222,1099,75,611866350,False,0,0,0,0,26,750,166,75,31950
157341,2026-04-13T21:30:30+0300,1091,972,75,612724725,False,0,0,1,7500,15,750,132,75,28650
157342,2026-04-13T21:45:30+0300,607,547,75,613814100,False,0,0,0,0,4,750,56,75,7200
157343,2026-04-13T22:00:30+0300,657,561,75,614987475,False,0,0,0,0,4,750,65,75,7875
157344,2026-04-13T22:30:30+0300,868,807,75,615328725,False,0,0,1,7500,18,750,89,75,27675
157345,2026-04-13T23:00:30+0300,857,756,75,616775100,False,0,0,0,0,6,750,93,75,11475
157346,2026-04-13T23:30:30+0300,775,668,75,618006225,False,0,0,0,0,6,750,93,75,11475
157347,2026-04-13T23:45:30+0300,389,350,75,618686100,False,0,0,0,0,2,750,45,75,4875
157348,2026-04-14T00:00:30+0300,326,299,75,619305600,False,0,0,0,0,1,750,35,75,3375
157349,2026-04-14T00:30:30+0300,515,445,75,619932975,False,0,0,0,0,7,750,68,75,10350
157350,2026-04-14T01:00:30+0300,483,426,75,620450100,False,0,0,0,0,9,750,53,75,10725
157351,2026-04-14T01:30:30+0300,301,290,75,620904225,False,0,0,0,0,2,750,44,75,4800
157352,2026-04-14T01:45:30+0300,191,189,75,621143100,False,0,0,0,0,3,750,20,75,3750
